,Ret_PlusOne,Ret_PlusTwo
0,-0.019512033684347008,0.028846364450516894
1,-0.002938870456590266,-0.010253206201121868
2,-0.02479127307936984,0.015710738624270422
3,-0.0056796288888900145,-0.0021904578801893886
4,0.03610375120968906,-0.026551600211529053
5,0.03109753221270613,-0.006550780952029798
6,-0.011105262792928087,-0.030744539442373837
7,0.02026828938624105,-0.05909260216289507
8,-0.009348221515577128,-0.024754699227941133
9,0.022407332625909958,-0.010674267675770769
10,0.0020554875393611768,0.013504009459894916
11,0.09774143996705607,0.0356043667193771
12,0.0005988979404378148,-0.027102600404780155
13,-0.01093641901509785,-0.019699784076868614
14,0.001028282125024252,-0.0017562289746845625
15,0.004727738499422057,-0.016166443029922574
16,0.009089678637416757,-0.0035220569745249225
17,-0.010067056755123713,-0.006405511247814089
18,0.0031655565023158624,-0.0075777142204866985
19,0.00022905402656348825,0.004249853512488081
20,-0.007367800246398006,0.0011425384953122153
21,-0.023468267548536845,0.0046019719128274576
22,0.005781359667375036,0.0168543603880902
23,0.07616249422919172,0.013565625121391698
24,-0.00520411049480371,0.014411272698072481
25,0.01077060879737136,0.0042541214212744715
26,-0.03236461128634849,-0.01711885916325391
27,0.12949626908208334,-0.012953840942489922
28,0.0038276626568530757,-0.007301902809323657
29,0.02332096241928398,-0.002465343714624436
30,0.004051406855291465,-0.004962262192197336
31,-0.011652235509144009,-0.008715120922940807
32,0.004330290306049916,-0.0051940184773050894
33,-0.0029204514203835354,-0.005659457395080031
34,-0.0008042350123367168,-0.003681898069483104
35,0.013181605446093751,0.007631490145093897
36,-0.05236306629926647,0.026859773638921187
37,-0.012203053472335764,-0.006940300939887746
38,-3.9899977243364395e-05,0.03762699982603408
39,0.002634803336708208,0.002392285069967355
40,-0.010671753189578269,0.0050543809334770325
41,0.0029783172900916173,0.013147581721258015
42,0.006223904202195451,0.002972953071840632
43,-0.00026526425821804615,-0.00040916558304247483
44,-0.005254058209288882,-0.0019161720329724065
45,0.01019475207947998,-0.01553824698582241
46,-0.0012678627969720006,0.0063455426556375035
47,0.0009036133894802377,-0.016036810020129903
48,0.009007712700206793,-0.00958276794921083
49,0.0030381258190158053,0.009131335950126532
50,0.0003020908585411364,-0.01032221716504308
51,-0.01189113241359815,-0.00042060698587561136
52,0.008786367633592003,-0.011653780316241156
53,-0.09603514762398097,0.0233910211485591
54,0.0021098135016166864,-0.0011364666122164625
55,0.0012540383878972142,-0.007116811769666723
56,-0.0005812722697834044,0.003456646473956544
57,-0.0769565433277008,0.005509429126402432
58,0.01702025149727494,0.005042498112092139
59,0.0014853988189618464,-0.03912470590619438
60,-0.018847868563220137,0.005163561035800058
61,0.006904656794389182,-0.0010516712124964028
62,-0.025104687077884102,-0.01654761795137535
63,-0.010756245729387149,-0.0194741914373548
64,0.003288613369908736,0.032141804447349355
65,-0.013057666467910015,-0.025113040957809928
66,0.005459659366249695,0.009728069852760084
67,-0.0020616090444315455,-0.023671984005688058
68,0.05894085440104036,0.01594726368615813
69,0.0010652100440139976,-0.047449562518002864
70,-0.016305957390675474,-0.0071903821837966
71,0.010502328665010987,-0.004469528938590132
72,0.010900744743831086,0.031597792543693166
73,-0.015824994476007954,0.0007408339247550298
74,-0.04930792160453575,0.018718914473471283
75,-0.007243687869861773,-0.001360977942782433
76,-0.007468104318997457,-0.0030063248897536283
77,0.006206162669480378,-0.03497337410811208
78,-0.00802622525986987,-0.019793883036539936
79,-0.017345024354172067,-0.005849270627303884
80,-0.026549674065937882,-0.016754122711376683
81,0.00752866140387767,-0.010984653938143726
82,0.0028728208957102016,-0.013293892050245764
83,-0.02797120787618487,0.003416394550620953
84,-0.0005516720346440592,0.0013050985176843485
