-0.019512034,0.028846364
-0.00293887,-0.010253206
-0.024791273,0.015710739
-0.005679629,-0.002190458
0.036103751,-0.0265516
0.031097532,-0.006550781
-0.011105263,-0.030744539
0.020268289,-0.059092602
-0.009348222,-0.024754699
0.022407333,-0.010674268
0.002055488,0.013504009
0.09774144,0.035604367
0.000598898,-0.0271026
-0.010936419,-0.019699784
0.001028282,-0.001756229
0.004727738,-0.016166443
0.009089679,-0.003522057
-0.010067057,-0.006405511
0.003165557,-0.007577714
0.000229054,0.004249854
-0.0073678,0.001142538
-0.023468268,0.004601972
0.00578136,0.01685436
0.076162494,0.013565625
-0.00520411,0.014411273
0.010770609,0.004254121
-0.032364611,-0.017118859
0.129496269,-0.012953841
0.003827663,-0.007301903
0.023320962,-0.002465344
0.004051407,-0.004962262
-0.011652236,-0.008715121
0.00433029,-0.005194018
-0.002920451,-0.005659457
-0.000804235,-0.003681898
0.013181605,0.00763149
-0.052363066,0.026859774
-0.012203053,-0.006940301
-3.99E-05,0.037627
0.002634803,0.002392285
-0.010671753,0.005054381
0.002978317,0.013147582
0.006223904,0.002972953
-0.000265264,-0.000409166
-0.005254058,-0.001916172
0.010194752,-0.015538247
-0.001267863,0.006345543
0.000903613,-0.01603681
0.009007713,-0.009582768
0.003038126,0.009131336
0.000302091,-0.010322217
-0.011891132,-0.000420607
0.008786368,-0.01165378
-0.096035148,0.023391021
0.002109814,-0.001136467
0.001254038,-0.007116812
-0.000581272,0.003456646
-0.076956543,0.005509429
0.017020251,0.005042498
0.001485399,-0.039124706
-0.018847869,0.005163561
0.006904657,-0.001051671
-0.025104687,-0.016547618
-0.010756246,-0.019474191
0.003288613,0.032141804
-0.013057666,-0.025113041
0.005459659,0.00972807
-0.002061609,-0.023671984
0.058940854,0.015947264
0.00106521,-0.047449563
-0.016305957,-0.007190382
0.010502329,-0.004469529
0.010900745,0.031597793
-0.015824994,0.000740834
-0.049307922,0.018718914
-0.007243688,-0.001360978
-0.007468104,-0.003006325
0.006206163,-0.034973374
-0.008026225,-0.019793883
-0.017345024,-0.005849271
-0.026549674,-0.016754123
0.007528661,-0.010984654
0.002872821,-0.013293892
-0.027971208,0.003416395
-0.000551672,0.001305099
0.001539336,-0.024474551
0.014341264,-0.002401957
0.002048953,-0.014734909
-0.001420643,-0.018647997
0.002164084,-0.009452097
0.012386383,0.006486342
-0.007814826,-0.002390073
-0.06357559,0.035839793
-0.045868308,0.057232263
0.009429903,-0.002749465
0.007988868,-0.006011604
-0.002976646,0.060120508
0.017013577,-0.001068456
-0.022744108,-0.010155629
-0.003926958,-0.001920944
-0.02394015,-0.003998802
-0.009834876,-0.007404786
0.008283529,-0.00938772
-0.004947683,-0.002569734
